"","species_label","species","family","Tag","growth_form","mesh_size","diameter_class","diameter_1.size_cm","diameter_2.size_cm","diameter_3.size_cm","Bark.thickness_1._mm","Bark.thickness_2._mm","Bark.thickness_3._mm","Bark.thickness_4_mm","length_cm","Wet_weight_of_wood_block_g","Wet_weight_of_small_pieces_of_wood_g","Volume_of_wet_small_pieces.g","Dry_weight_of_small_wood_blocks_g","Dry_volume_of_small_wood_blocks.g","av_bark_thickness","density","av_wd_diameter","wd_under_bark","bark_wd_ratio","initial_mass","Carbon_wood","Carbon_bark","cellulose_wood","cellulose_bark","Nitrogen_wood","Nitrogen_bark","hemicellulose_wood","hemicellulose_bark","Tannins_wood","Tannins_bark","ADL_wood","ADL_bark","Calcium_wood","Calcium_bark","Potassium_wood","Potassium_bark","magesium_wood","magesium_bark","Manganese_wood","Manganese_bark","Phosphorous_wood","Phosphorous_bark","sugars_wood","sugars_bark","Silicon_wood","Silicon_bark","mean_density","density_class","block","Harvest","Time_months","incubation_time","log_fresh_weight","wood_weight","disck_fresh_weight","disk_fresh_volume","disck_dry_weight","disck_dry_volume","Bark_fresh_mass_at_harvest","Bark_fresh_volume_at_harvest","Dry_bark_mass_at_harvest","Dry_bark_volume_at_harvest","bark_mass_fresh","f_wood_mass","f_bark_mass","final_mass","per_ml","W_D_prop"
"367","F56","Bauhinia purpurea",NA,"T0252","Trees","Invertebrates blocked","5.0 cm",3.3,3.3,3.2,1.24,1.42,1.33,1,19.5,146.71,17.67,18.92,9.01,15.45,1.2475,0.583171521035599,3.26666666666667,3.14191666666667,0.794101265151314,74.8079852857951,47.05,47.25,49.5125,45.145,0.0822,0.0926,14.735,8.66,0.6675,3.16,18.575,14.45,10.9425,34.245,9.9575,6.91,1.8625,2.355,8.7,23.75,4.095,2.8,1.7275,1.31,0.33,1.81,0.540386443847159," medium","1","4","24 months","24",62.22,44.81,7.455,10.9,3.005,9.915,5.96,0,4.315,0,17.52,18.0622468142186,12.6843624161074,25.0799597585513,66.4742210838372,12.6738087751289
"371","F56","Bauhinia purpurea",NA,"T0254","Trees","Invertebrates blocked","5.0 cm",3,3.1,3.1,1.2,1.1,1.05,1.03,20,129.22,15.11,17.19,7.09,13.87,1.095,0.511175198269647,3.1,2.9905,0.732319010198963,60.6333421575116,47.05,47.25,49.5125,45.145,0.0822,0.0926,14.735,8.66,0.6675,3.16,18.575,14.45,10.9425,34.245,9.9575,6.91,1.8625,2.355,8.7,23.75,4.095,2.8,1.7275,1.31,0.33,1.81,0.540386443847159," medium","4","4","24 months","24",85.62,66.41,7.215,9.305,1.56,7.785,4.48,0,2.885,0,19.32,14.3589189189189,12.4415625,18.5124324324324,69.4682302282771,12.4308660687397
"372","F56","Bauhinia purpurea",NA,"T0256","Trees","Invertebrates blocked","5.0 cm",3.6,3.7,3.7,1.72,1.71,1.41,1.72,19.5,197.31,22.52,23.7,11.16,19.48,1.64,0.572895277207392,3.7,3.536,0.927601809954751,97.7788454706927,47.05,47.25,49.5125,45.145,0.0822,0.0926,14.735,8.66,0.6675,3.16,18.575,14.45,10.9425,34.245,9.9575,6.91,1.8625,2.355,8.7,23.75,4.095,2.8,1.7275,1.31,0.33,1.81,0.540386443847159," medium","3","4","24 months","24",81.52,57.14,7.705,19.735,5.79,18.39,6.21,0,4.7,0,24.49,42.9384295911746,18.5351046698873,61.2590266060999,37.3494069077947,18.5248717782772
"380","F56","Bauhinia purpurea",NA,"T0222","Trees","Invertebrates blocked","2.5 cm",2.4,2.4,2.4,0.72,0.75,0.78,0.74,19.5,77.39,8.79,10.23,4.52,8.71,0.7475,0.51894374282434,2.4,2.32525,0.642941619180733,39.7955403868032,47.05,47.25,49.5125,45.145,0.0822,0.0926,14.735,8.66,0.6675,3.16,18.575,14.45,10.9425,34.245,9.9575,6.91,1.8625,2.355,8.7,23.75,4.095,2.8,1.7275,1.31,0.33,1.81,0.540386443847159," medium","1","4","24 months","24",47.42,30.25,7.52,7.915,1.48,7.535,1.775,2.725,1.19,2.515,17.28,5.95345744680851,11.5849014084507,9.33265957446809,76.5484788401995,11.5732217122256
"382","F56","Bauhinia purpurea",NA,"T0204","Trees","Invertebrates blocked","2.5 cm",2.4,2.4,2.4,1.07,0.68,0.56,0.92,20,81.95,9.26,10.82,4.63,9.37,0.8075,0.494130202774813,2.4,2.31925,0.696345801444432,40.975,47.05,47.25,49.5125,45.145,0.0822,0.0926,14.735,8.66,0.6675,3.16,18.575,14.45,10.9425,34.245,9.9575,6.91,1.8625,2.355,8.7,23.75,4.095,2.8,1.7275,1.31,0.33,1.81,0.540386443847159," medium","2","4","24 months","24",43.54,30.16,4.585,8.085,1.875,7.305,16.485,3.935,2.28,1.485,13.49,12.3336968375136,1.86576888080073,17.8053435114504,56.5458364577172,1.85495809388649
"383","F56","Bauhinia purpurea",NA,"T0208","Trees","Invertebrates blocked","2.5 cm",2.4,2.3,2.3,0.65,0.75,0.55,0.71,19,66.12,8.22,9.86,3.49,8.05,0.665,0.433540372670807,2.3,2.2335,0.595477949406761,28.0728467153285,47.05,47.25,49.5125,45.145,0.0822,0.0926,14.735,8.66,0.6675,3.16,18.575,14.45,10.9425,34.245,9.9575,6.91,1.8625,2.355,8.7,23.75,4.095,2.8,1.7275,1.31,0.33,1.81,0.540386443847159," medium","4","4","24 months","24",36.67,27.94,3.335,5.96,1.115,4.7,2.13,0,1.55,0,8.84,9.34125937031484,6.43286384976526,12.2599850074963,56.3279594270644,6.4217933302985
"388","F59","Ficus altissima",NA,"T0763","Trees","Invertebrates access","5.0 cm",3.7,3.7,3.7,3.02,1.95,1.61,3.07,20,208.61,26.1,26.24,12.16,20.92,2.4125,0.581261950286807,3.7,3.45875,1.39501264907842,97.1914789272031,47.2,48.85,58.705,50.595,0.053675,0.0586,10.1425,8.355,0.58,2.145,20.275,11.94,18.525,21.195,4.165,4.705,1.6475,2.1,66.075,659.5,2.5,2.24,0.985,1.12,0.5425,4.38,0.608072399756109," high","1","4","24 months","24",0,0.01,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0.01,0.1,0,100,-0.91
"389","F59","Ficus altissima",NA,"T0755","Trees","Invertebrates access","5.0 cm",3.5,3.5,3.4,1.67,1.99,2.39,2.46,21,206.2,22.21,21.54,9.73,15.53,2.1275,0.626529298132647,3.46666666666667,3.25391666666667,1.30765487745537,90.334353894642,47.2,48.85,58.705,50.595,0.053675,0.0586,10.1425,8.355,0.58,2.145,20.275,11.94,18.525,21.195,4.165,4.705,1.6475,2.1,66.075,659.5,2.5,2.24,0.985,1.12,0.5425,4.38,0.608072399756109," high","3","4","24 months","24",9.04,0.51,3.23,4.31,1.31,3.9,0.1,0,0.1,0,8.64,0.206842105263158,8.64,3.66637770897833,95.941325142753,8.58165394402035
"393","F59","Ficus altissima",NA,"T0781","Trees","Invertebrates access","5.0 cm",3.7,3.6,3.6,2.01,2.1,2.01,1.55,20,215.69,26.75,25.83,12.14,20.94,1.9175,0.579751671442216,3.6,3.40825,1.12521088535172,97.8869757009346,47.2,48.85,58.705,50.595,0.053675,0.0586,10.1425,8.355,0.58,2.145,20.275,11.94,18.525,21.195,4.165,4.705,1.6475,2.1,66.075,659.5,2.5,2.24,0.985,1.12,0.5425,4.38,0.608072399756109," high","4","4","24 months","24",42.68,36.88,7.61,6.135,1.615,5,1.74,0,1.385,0,5.91,7.82670170827858,4.70422413793104,9.05758212877793,90.7468975684255,4.69294646051688
"394","F59","Ficus altissima",NA,"T0775","Trees","Invertebrates access","5.0 cm",3.8,3.6,3.8,2.92,1.98,2.37,2.36,20,220.45,25.4,25.21,11.17,18.53,2.4075,0.602806260118726,3.66666666666667,3.42591666666667,1.40546325800881,96.9459251968504,47.2,48.85,58.705,50.595,0.053675,0.0586,10.1425,8.355,0.58,2.145,20.275,11.94,18.525,21.195,4.165,4.705,1.6475,2.1,66.075,659.5,2.5,2.24,0.985,1.12,0.5425,4.38,0.608072399756109," high","2","4","24 months","24",0,0.01,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0.01,0.1,0,100,-0.91
"408","F59","Ficus altissima",NA,"T0727","Trees","Invertebrates access","2.5 cm",2.9,2.9,2.8,1.47,2.15,1.96,1.87,22,139.95,14.2,13.83,6.23,9.54,1.8625,0.653039832285115,2.86666666666667,2.68041666666667,1.38970931136328,61.4005985915493,47.2,48.85,58.705,50.595,0.053675,0.0586,10.1425,8.355,0.58,2.145,20.275,11.94,18.525,21.195,4.165,4.705,1.6475,2.1,66.075,659.5,2.5,2.24,0.985,1.12,0.5425,4.38,0.608072399756109," high","1","4","24 months","24",0,0.01,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0.01,0.1,0,100,-0.91
"409","F59","Ficus altissima",NA,"T0719","Trees","Invertebrates access","2.5 cm",2.2,2.3,2.2,1.85,1.65,1.61,1.31,20,74.97,8.77,8.65,3.79,5.98,1.605,0.633779264214047,2.26666666666667,2.10616666666667,1.52409590883912,32.3986659064994,47.2,48.85,58.705,50.595,0.053675,0.0586,10.1425,8.355,0.58,2.145,20.275,11.94,18.525,21.195,4.165,4.705,1.6475,2.1,66.075,659.5,2.5,2.24,0.985,1.12,0.5425,4.38,0.608072399756109," high","2","4","24 months","24",0,0.01,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0.01,0.1,0,100,-0.91
"410","F59","Ficus altissima",NA,"T0705","Trees","Invertebrates access","2.5 cm",2.2,2.3,2.3,1.68,1.69,2.06,2.33,20,84.68,11.29,10.78,5.1,7.6,1.94,0.671052631578947,2.3,2.106,1.84235517568851,38.252258635961,47.2,48.85,58.705,50.595,0.053675,0.0586,10.1425,8.355,0.58,2.145,20.275,11.94,18.525,21.195,4.165,4.705,1.6475,2.1,66.075,659.5,2.5,2.24,0.985,1.12,0.5425,4.38,0.608072399756109," high","4","4","24 months","24",28.87,7.2,1.99,1.53,0.92,1.41,2.795,0,2.16,0,21.78,3.3286432160804,16.831771019678,13.3469346733668,65.1081134832144,16.8187667926249
"412","F59","Ficus altissima",NA,"T0731","Trees","Invertebrates access","2.5 cm",2.3,2.4,2.5,1.3,1.22,1.7,1.9,20,91.35,9.6,9.66,4.45,6.94,1.53,0.641210374639769,2.43333333333333,2.28033333333333,1.34190907762023,42.34453125,47.2,48.85,58.705,50.595,0.053675,0.0586,10.1425,8.355,0.58,2.145,20.275,11.94,18.525,21.195,4.165,4.705,1.6475,2.1,66.075,659.5,2.5,2.24,0.985,1.12,0.5425,4.38,0.608072399756109," high","3","4","24 months","24",48.67,44.4,7.65,6.755,1.21,4.77,1.12,0,0.865,0,4.38,7.02274509803922,3.38276785714286,7.69813071895425,81.8202481130211,3.37134391253709
"421","F59","Ficus altissima",NA,"T0764","Trees","Invertebrates blocked","5.0 cm",5,4.9,4.9,2.67,2.36,2.56,2.2,21.5,413.07,46.31,44.67,22.06,36.16,2.4475,0.610066371681416,4.9,4.65525,1.05150099350196,196.767959404016,47.2,48.85,58.705,50.595,0.053675,0.0586,10.1425,8.355,0.58,2.145,20.275,11.94,18.525,21.195,4.165,4.705,1.6475,2.1,66.075,659.5,2.5,2.24,0.985,1.12,0.5425,4.38,0.608072399756109," high","4","4","24 months","24",91.33,68.76,9.56,11.86,2.07,12.38,12.475,0,8.325,0,22.68,14.888410041841,15.1351503006012,19.7754288702929,89.9498734803217,15.1244786372085
"422","F59","Ficus altissima",NA,"T0770","Trees","Invertebrates blocked","5.0 cm",3.8,3.9,4.1,1.98,2.28,1.68,2.22,20,243.31,26.45,26.59,12.32,20.99,2.04,0.5869461648404,3.96666666666667,3.76266666666667,1.08433734939759,113.330026465028,47.2,48.85,58.705,50.595,0.053675,0.0586,10.1425,8.355,0.58,2.145,20.275,11.94,18.525,21.195,4.165,4.705,1.6475,2.1,66.075,659.5,2.5,2.24,0.985,1.12,0.5425,4.38,0.608072399756109," high","2","4","24 months","24",144.1,122.96,16.035,16.21,3.76,14.655,5.54,6.325,3.025,5.235,21.25,28.8325288431556,11.6031137184116,33.7895852821952,70.1847900894808,11.5927668879252
"425","F59","Ficus altissima",NA,"T0768","Trees","Invertebrates blocked","5.0 cm",3.9,3.9,4.1,2.2,2.07,1.63,1.98,19.5,247.03,30.76,29.75,13.26,24.28,1.97,0.546128500823723,3.96666666666667,3.76966666666667,1.04518525068529,106.489525357607,47.2,48.85,58.705,50.595,0.053675,0.0586,10.1425,8.355,0.58,2.145,20.275,11.94,18.525,21.195,4.165,4.705,1.6475,2.1,66.075,659.5,2.5,2.24,0.985,1.12,0.5425,4.38,0.608072399756109," high","3","4","24 months","24",99.53,79.15,10.865,22.5,6.26,21.31,4.31,0,3.195,0,20.49,45.6032213529682,15.189222737819,57.345402669121,46.1492550778616,15.1790034550644
"426","F59","Ficus altissima",NA,"T0774","Trees","Invertebrates blocked","5.0 cm",4.3,4.5,4.5,2.66,2.53,2.19,2.18,21.5,330.98,37.69,36.31,17.31,27.47,2.39,0.630141973061522,4.5,4.261,1.12180239380427,152.010183072433,47.2,48.85,58.705,50.595,0.053675,0.0586,10.1425,8.355,0.58,2.145,20.275,11.94,18.525,21.195,4.165,4.705,1.6475,2.1,66.075,659.5,2.5,2.24,0.985,1.12,0.5425,4.38,0.608072399756109," high","1","4","24 months","24",81.14,45.53,6.475,8.805,1.4075,6.795,10.19,6.57,5.995,10.21,35.72,9.89706177606178,21.014857703631,17.6377683397683,88.3969823710008,21.0038473027437
"435","F59","Ficus altissima",NA,"T0724","Trees","Invertebrates blocked","2.5 cm",3.3,3.1,3.2,3.01,2.2,3.05,1.9,20,161.85,22.2,21.4,10.06,16.26,2.54,0.61869618696187,3.13333333333333,2.87933333333333,1.76429729103959,73.3428378378378,47.2,48.85,58.705,50.595,0.053675,0.0586,10.1425,8.355,0.58,2.145,20.275,11.94,18.525,21.195,4.165,4.705,1.6475,2.1,66.075,659.5,2.5,2.24,0.985,1.12,0.5425,4.38,0.608072399756109," high","4","4","24 months","24",95.3,73.92,7.775,8.41,1.74,6.945,5.305,5.02,3.335,0,21.49,16.5428681672026,13.5097360980207,21.3275884244373,70.920693753911,13.4991316079227
"437","F59","Ficus altissima",NA,"T0720","Trees","Invertebrates blocked","2.5 cm",3.2,3.2,3.1,2.1,2.21,2.14,2.08,20,160.26,17.98,18.1,8.16,13.89,2.1325,0.587473002159827,3.16666666666667,2.95341666666667,1.44409017804238,72.7320133481646,47.2,48.85,58.705,50.595,0.053675,0.0586,10.1425,8.355,0.58,2.145,20.275,11.94,18.525,21.195,4.165,4.705,1.6475,2.1,66.075,659.5,2.5,2.24,0.985,1.12,0.5425,4.38,0.608072399756109," high","1","4","24 months","24",66.44,42.03,5.79,9.675,1.6,8.855,4.15,0,3.63,0,24.52,11.6145077720207,21.4476144578313,18.3599309153713,74.7567404363148,21.4367534656829
"439","F59","Ficus altissima",NA,"T0728","Trees","Invertebrates blocked","2.5 cm",3,3,3,2.23,3.28,2.3,2.24,21.5,151.45,18.14,17.24,7.97,12.9,2.5125,0.617829457364341,3,2.74875,1.8281036834925,66.5411521499449,47.2,48.85,58.705,50.595,0.053675,0.0586,10.1425,8.355,0.58,2.145,20.275,11.94,18.525,21.195,4.165,4.705,1.6475,2.1,66.075,659.5,2.5,2.24,0.985,1.12,0.5425,4.38,0.608072399756109," high","3","4","24 months","24",28.89,12.43,3.34,5.43,2.09,3.615,5.345,4.975,3.33,3.925,16.57,7.77805389221557,10.3233115060805,18.077874251497,72.8320390203643,10.3120258374365
"446","F59","Ficus altissima",NA,"T0710","Trees","Invertebrates blocked","2.5 cm",2.2,2.2,2.3,1.45,1.18,1.45,1.14,20.5,83.72,8.82,8.67,4.34,6.46,1.305,0.671826625386997,2.23333333333333,2.10283333333333,1.24118253150511,41.1955555555556,47.2,48.85,58.705,50.595,0.053675,0.0586,10.1425,8.355,0.58,2.145,20.275,11.94,18.525,21.195,4.165,4.705,1.6475,2.1,66.075,659.5,2.5,2.24,0.985,1.12,0.5425,4.38,0.608072399756109," high","2","4","24 months","24",33.78,19.36,3.39,5.135,1.185,4.43,4.14,7.095,2.885,6.04,14.53,6.76743362831859,10.1253743961353,11.8080530973451,71.3365848861511,10.1138967311075
"449","F51","Macaranga denticulata",NA,"T0078","Trees","Invertebrates blocked","5.0 cm",4.1,4,4,0.55,0.42,0.51,0.78,20,189.1,21.65,30.18,12.01,26.55,0.565,0.452354048964218,4,3.9435,0.286547483200203,104.900277136259,48.05,47.6,58.87,56.35,0.04545,0.1331,13.9075,9.93000000000001,0.2225,3.63,19.48,13.34,4.58,21.2,1.7375,2.81,0.4725,1.03,78.6,261.3,0.2,0.39,0.62,0.76,0.8375,3.1,0.473507788850249," low","1","4","24 months","24",72.62,56.38,8.94,17.075,4.705,15.09,2.65,1.67,0.95,2.16,16.35,29.6720246085011,5.86132075471698,38.2189149888143,63.5664308692241,5.85098373693232
"451","F51","Macaranga denticulata",NA,"T0072","Trees","Invertebrates blocked","5.0 cm",4.2,4.3,4.4,1.15,1.45,1.52,1.06,20,259.4,29.21,32.26,18.16,28.59,1.295,0.635187128366562,4.33333333333333,4.20383333333333,0.616104349205091,161.270249914413,48.05,47.6,58.87,56.35,0.04545,0.1331,13.9075,9.93000000000001,0.2225,3.63,19.48,13.34,4.58,21.2,1.7375,2.81,0.4725,1.03,78.6,261.3,0.2,0.39,0.62,0.76,0.8375,3.1,0.473507788850249," low","3","4","24 months","24",164.58,130.96,21.35,27.755,9.025,26.03,8.96,4.37,6.08,3.42,33.73,55.3589695550351,22.8882142857143,69.5707025761124,56.8607957059445,22.8780336465138
"452","F51","Macaranga denticulata",NA,"T0074","Trees","Invertebrates blocked","5.0 cm",4.1,4.1,4,1.25,1.4,1.46,1.12,19.5,182.97,21.01,29.6,10.06,24.55,1.3075,0.409775967413442,4.06666666666667,3.93591666666667,0.664394147911329,87.6096239885769,48.05,47.6,58.87,56.35,0.04545,0.1331,13.9075,9.93000000000001,0.2225,3.63,19.48,13.34,4.58,21.2,1.7375,2.81,0.4725,1.03,78.6,261.3,0.2,0.39,0.62,0.76,0.8375,3.1,0.473507788850249," low","2","4","24 months","24",62.91,99.69,6.305,7.855,1.455,6.1,2.36,4.515,1.3,3.555,-36.67,23.0053846153846,-20.1995762711864,14.5176923076923,83.4291124116852,-20.2100109520304
"464","F51","Macaranga denticulata",NA,"T0060","Trees","Invertebrates blocked","5.0 cm",4,3.9,3.9,1.46,1.26,1.14,1.03,19.5,168.8,19.87,30.39,9.36,25.21,1.2225,0.371281237604125,3.9,3.77775,0.647210641254715,79.5152491192753,48.05,47.6,58.87,56.35,0.04545,0.1331,13.9075,9.93000000000001,0.2225,3.63,19.48,13.34,4.58,21.2,1.7375,2.81,0.4725,1.03,78.6,261.3,0.2,0.39,0.62,0.76,0.8375,3.1,0.473507788850249," low","4","4","24 months","24",109.55,98.77,7.12,14.845,2.065,12.725,3.04,0,1.87,0,10.89,28.6460744382023,6.69878289473684,31.772577247191,60.0421584550013,6.68843380676593
"466","F51","Macaranga denticulata",NA,"T0031","Trees","Invertebrates access","2.5 cm",3.1,3.1,3.1,0.39,0.73,0.54,0.49,19.5,106.11,11.77,17.11,6.37,14.88,0.5375,0.428091397849462,3.1,3.04625,0.35289290110792,57.427417162277,48.05,47.6,58.87,56.35,0.04545,0.1331,13.9075,9.93000000000001,0.2225,3.63,19.48,13.34,4.58,21.2,1.7375,2.81,0.4725,1.03,78.6,261.3,0.2,0.39,0.62,0.76,0.8375,3.1,0.473507788850249," low","1","4","24 months","24",5.83,5.84,1.71,2.505,1.18,2.29,0.1,0,0.1,0,0.1,4.02994152046784,0.1,4.02304093567252,92.9945640349725,0.0875185744137451
"472","F51","Macaranga denticulata",NA,"T0009","Trees","Invertebrates access","2.5 cm",2.6,2.6,2.7,0.65,0.58,0.8,0.44,20,76.83,8.48,13.08,5.1,11.75,0.6175,0.434042553191489,2.63333333333333,2.57158333333333,0.480248873910367,46.2067216981132,48.05,47.6,58.87,56.35,0.04545,0.1331,13.9075,9.93000000000001,0.2225,3.63,19.48,13.34,4.58,21.2,1.7375,2.81,0.4725,1.03,78.6,261.3,0.2,0.39,0.62,0.76,0.8375,3.1,0.473507788850249," low","4","4","24 months","24",0,0.01,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0.01,0.1,0,100,-0.91
"475","F51","Macaranga denticulata",NA,"T0077","Trees","Invertebrates access","5.0 cm",5.8,5.7,5.7,1.5,1.66,1.23,1.08,19,450.72,50.91,56.79,31.22,51.47,1.3675,0.606566932193511,5.7,5.56325,0.491619107536063,276.399104301709,48.05,47.6,58.87,56.35,0.04545,0.1331,13.9075,9.93000000000001,0.2225,3.63,19.48,13.34,4.58,21.2,1.7375,2.81,0.4725,1.03,78.6,261.3,0.2,0.39,0.62,0.76,0.8375,3.1,0.473507788850249," low","2","4","24 months","24",0,0.01,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0.01,0.1,0,100,-0.91
"487","F51","Macaranga denticulata",NA,"T0004","Trees","Invertebrates blocked","2.5 cm",2.4,2.5,2.6,1.34,0.87,1.28,1.35,20,69.29,6.99,10.64,3.66,8.66,1.21,0.422632794457275,2.53333333333333,2.41233333333333,1.00317811247755,36.2806008583691,48.05,47.6,58.87,56.35,0.04545,0.1331,13.9075,9.93000000000001,0.2225,3.63,19.48,13.34,4.58,21.2,1.7375,2.81,0.4725,1.03,78.6,261.3,0.2,0.39,0.62,0.76,0.8375,3.1,0.473507788850249," low","4","4","24 months","24",28.12,20.45,2.98,2.615,0.605,2.27,1.4,1.085,0.1,0,7.78,4.15176174496644,0.555714285714286,5.70892617449664,84.2645214262494,0.543305669658192
"491","F51","Macaranga denticulata",NA,"T0006","Trees","Invertebrates blocked","2.5 cm",2.8,2.8,2.8,1.11,0.84,0.92,0.84,20.5,119.87,12.86,14.75,8.08,12.87,0.9275,0.627816627816628,2.8,2.70725,0.685197155785391,75.314898911353,48.05,47.6,58.87,56.35,0.04545,0.1331,13.9075,9.93000000000001,0.2225,3.63,19.48,13.34,4.58,21.2,1.7375,2.81,0.4725,1.03,78.6,261.3,0.2,0.39,0.62,0.76,0.8375,3.1,0.473507788850249," low","3","4","24 months","24",59.68,42.06,9.115,10.74,2.755,8.89,6.14,6.315,4.075,5.14,17.73,12.7125946242457,11.7670602605863,18.038222709819,76.049595803016,11.7562736391062
"492","F51","Macaranga denticulata",NA,"T0022","Trees","Invertebrates blocked","2.5 cm",2.6,2.7,2.7,0.95,1.24,1.26,1.1,20,86.14,9.62,13.18,5.4,11.49,1.1375,0.469973890339426,2.7,2.58625,0.879652005799903,48.3530145530146,48.05,47.6,58.87,56.35,0.04545,0.1331,13.9075,9.93000000000001,0.2225,3.63,19.48,13.34,4.58,21.2,1.7375,2.81,0.4725,1.03,78.6,261.3,0.2,0.39,0.62,0.76,0.8375,3.1,0.473507788850249," low","1","4","24 months","24",10.13,4.92,1.145,3.63,1.19,2.865,1.75,2.725,0.615,2.285,5.32,5.11336244541485,1.8696,10.5281222707424,78.2265441605523,1.85764433968709
"496","F51","Macaranga denticulata",NA,"T0020","Trees","Invertebrates blocked","2.5 cm",2,2,2.1,0.72,0.66,0.88,0.96,19.5,42.7,4.57,7.32,2.42,6.21,0.805,0.389694041867955,2.03333333333333,1.95283333333333,0.824443116838781,22.6113785557987,48.05,47.6,58.87,56.35,0.04545,0.1331,13.9075,9.93000000000001,0.2225,3.63,19.48,13.34,4.58,21.2,1.7375,2.81,0.4725,1.03,78.6,261.3,0.2,0.39,0.62,0.76,0.8375,3.1,0.473507788850249," low","2","4","24 months","24",20.65,15.06,2.015,4.92,0.86,4.225,0.525,1.285,0.335,1.005,5.7,6.42759305210918,3.63714285714286,8.81339950372208,61.0222814059168,3.62558706480832
"502","F51","Macaranga denticulata",NA,"T0061","Trees","Invertebrates access","5.0 cm",5.4,5.5,5.5,0.64,1.66,0.87,0.96,20,362.56,38.35,55.52,21.25,50.18,1.0325,0.423475488242328,5.5,5.39675,0.382637698614907,200.897001303781,48.05,47.6,58.87,56.35,0.04545,0.1331,13.9075,9.93000000000001,0.2225,3.63,19.48,13.34,4.58,21.2,1.7375,2.81,0.4725,1.03,78.6,261.3,0.2,0.39,0.62,0.76,0.8375,3.1,0.473507788850249," low","3","4","24 months","24",0,0.01,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0.01,0.1,0,100,-0.91
"504","F51","Macaranga denticulata",NA,"T0065","Trees","Invertebrates access","5.0 cm",3.9,4,4,1.34,0.92,1.31,1.12,20,163.59,18.04,27.59,8.4,23.46,1.1725,0.358056265984655,4,3.88275,0.60395338355547,76.1727272727273,48.05,47.6,58.87,56.35,0.04545,0.1331,13.9075,9.93000000000001,0.2225,3.63,19.48,13.34,4.58,21.2,1.7375,2.81,0.4725,1.03,78.6,261.3,0.2,0.39,0.62,0.76,0.8375,3.1,0.473507788850249," low","1","4","24 months","24",0,0.01,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0.01,0.1,0,100,-0.91
"505","F51","Macaranga denticulata",NA,"T0079","Trees","Invertebrates access","5.0 cm",5.5,5.5,5.4,1.72,1.78,1.8,1.63,19.5,415.47,48.85,54.57,29.81,48.38,1.7325,0.616163704009921,5.46666666666667,5.29341666666667,0.65458667212418,253.534507676561,48.05,47.6,58.87,56.35,0.04545,0.1331,13.9075,9.93000000000001,0.2225,3.63,19.48,13.34,4.58,21.2,1.7375,2.81,0.4725,1.03,78.6,261.3,0.2,0.39,0.62,0.76,0.8375,3.1,0.473507788850249," low","4","4","24 months","24",5.91,5.92,2.26,2.32,0.895,2.32,1.62,0,1.055,0,0.1,2.34442477876106,0.0651234567901234,2.34046460176991,99.0768654637121,0.0508580181671429
"506","F51","Macaranga denticulata",NA,"T0001","Trees","Invertebrates access","2.5 cm",2.8,2.7,2.7,0.77,0.44,0.75,0.45,20,76.15,9,13.5,5.14,12.45,0.6025,0.41285140562249,2.7,2.63975,0.456482621460365,43.4901111111111,48.05,47.6,58.87,56.35,0.04545,0.1331,13.9075,9.93000000000001,0.2225,3.63,19.48,13.34,4.58,21.2,1.7375,2.81,0.4725,1.03,78.6,261.3,0.2,0.39,0.62,0.76,0.8375,3.1,0.473507788850249," low","3","4","24 months","24",0,0.01,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0.01,0.1,0,100,-0.91
"508","F51","Macaranga denticulata",NA,"T0017","Trees","Invertebrates access","2.5 cm",2.9,3,3,0.82,0.95,0.8,0.44,20,114.99,12.74,16.02,7.93,14.56,0.7525,0.544642857142857,3,2.92475,0.514573895204718,71.5754081632653,48.05,47.6,58.87,56.35,0.04545,0.1331,13.9075,9.93000000000001,0.2225,3.63,19.48,13.34,4.58,21.2,1.7375,2.81,0.4725,1.03,78.6,261.3,0.2,0.39,0.62,0.76,0.8375,3.1,0.473507788850249," low","2","4","24 months","24",0,0.01,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0.01,0.1,0,100,-0.91
"514","F53","Tectona grandis",NA,"T0173","Trees","Invertebrates access","5.0 cm",4.5,4.8,4.8,3.26,3.21,2.63,2.13,20,338.55,34.67,36.52,17.47,27.31,2.8075,0.639692420358843,4.8,4.51925,1.24246279803065,170.593265070666,48.025,44.05,50.59,46.37,0.06725,0.07625,12.3175,13.63,0.2025,NA,22.9925,13.405,6.2775,24.475,6.125,7.975,1.3325,2.63,10.35,102.1,0.7275,0.61,4.53,6.195,0.685,7.72,0.563022247439949," medium","2","4","24 months","24",121.97,111.19,14.225,26.385,10.825,25.05,1.915,4.18,1.08,0,10.89,84.6138312829526,6.14161879895561,92.8172407732865,45.5914975688882,6.13150061496786
