"","species_label","species","family","Tag","growth_form","mesh_size","diameter_class","diameter_1.size_cm","diameter_2.size_cm","diameter_3.size_cm","Bark.thickness_1._mm","Bark.thickness_2._mm","Bark.thickness_3._mm","Bark.thickness_4_mm","length_cm","Wet_weight_of_wood_block_g","Wet_weight_of_small_pieces_of_wood_g","Volume_of_wet_small_pieces.g","Dry_weight_of_small_wood_blocks_g","Dry_volume_of_small_wood_blocks.g","av_bark_thickness","density","av_wd_diameter","wd_under_bark","bark_wd_ratio","initial_mass","Carbon_wood","Carbon_bark","cellulose_wood","cellulose_bark","Nitrogen_wood","Nitrogen_bark","hemicellulose_wood","hemicellulose_bark","Tannins_wood","Tannins_bark","ADL_wood","ADL_bark","Calcium_wood","Calcium_bark","Potassium_wood","Potassium_bark","magesium_wood","magesium_bark","Manganese_wood","Manganese_bark","Phosphorous_wood","Phosphorous_bark","sugars_wood","sugars_bark","Silicon_wood","Silicon_bark","mean_density","density_class","block","Harvest","Time_months","incubation_time","log_fresh_weight","wood_weight","disck_fresh_weight","disk_fresh_volume","disck_dry_weight","disck_dry_volume","Bark_fresh_mass_at_harvest","Bark_fresh_volume_at_harvest","Dry_bark_mass_at_harvest","Dry_bark_volume_at_harvest","bark_mass_fresh","f_wood_mass","f_bark_mass","final_mass","per_ml","W_D_prop"
"1214","20","Urceola rosea",NA,"L0926","Lianas","Invertebrates blocked","2.5 cm",2.5,2.4,2.4,1.61,1.44,1.37,2.01,19.5,56.28,6.26,9.99,4.9,9.31,1.6075,0.526315789473684,2.4,2.23925,1.43574857653232,44.05303514377,48.125,45.8,42.38,34.08,0.05055,0.0707,17.0525,19.29,0.0975,0.46,29.6425,28.53,16.7175,44.11,4.6825,4.91,0.415,0.5,14.425,23.1,0.81,0.6,0.42,0.46,0.525,0.73,0.530405309560314," high","1","4","24 months","24",80.15,54.82,7.25,7.345,2.76,6.695,6.32,0,3.755,0,25.44,20.8694068965517,15.1150632911392,30.512275862069,30.7374037623284,15.1045841208375
"1220","20","Urceola rosea",NA,"L0918","Lianas","Invertebrates blocked","2.5 cm",2.5,2.5,2.5,1.56,1.51,1.66,1.39,20,63.03,7.63,11.73,5.52,7.77,1.53,0.71042471042471,2.5,2.347,1.30379207498935,45.5996854521625,48.125,45.8,42.38,34.08,0.05055,0.0707,17.0525,19.29,0.0975,0.46,29.6425,28.53,16.7175,44.11,4.6825,4.91,0.415,0.5,14.425,23.1,0.81,0.6,0.42,0.46,0.525,0.73,0.530405309560314," high","3","4","24 months","24",55.36,38.44,4.735,7.9,2.56,6.11,4.795,2.9,3.135,2.005,17.03,20.7827666314678,11.1343169968717,29.9306441393875,34.3621697329754,11.1238358289802
"1221","20","Urceola rosea",NA,"L0956","Lianas","Invertebrates blocked","5.0 cm",3.5,3.1,3,2.44,1.66,1.64,2.55,21,117.95,13.08,22.79,11.2,21.31,2.0725,0.525574847489442,3.06666666666667,2.85941666666667,1.44959636289453,100.996941896024,48.125,45.8,42.38,34.08,0.05055,0.0707,17.0525,19.29,0.0975,0.46,29.6425,28.53,16.7175,44.11,4.6825,4.91,0.415,0.5,14.425,23.1,0.81,0.6,0.42,0.46,0.525,0.73,0.530405309560314," high","3","4","24 months","24",173.02,128.89,16.01,16.7,5.72,15.695,10.285,0,7.375,0,44.24,46.0493941286696,31.7228974234322,61.8160149906308,38.7941715559369,31.7126802653091
"1225","20","Urceola rosea",NA,"L0980","Lianas","Invertebrates blocked","5.0 cm",3.6,3.6,3.6,2.29,2.1,2.85,2.55,21,136.95,13.63,22.34,11.07,20.64,2.4475,0.536337209302326,3.6,3.35525,1.45890768199091,111.227916360968,48.125,45.8,42.38,34.08,0.05055,0.0707,17.0525,19.29,0.0975,0.46,29.6425,28.53,16.7175,44.11,4.6825,4.91,0.415,0.5,14.425,23.1,0.81,0.6,0.42,0.46,0.525,0.73,0.530405309560314," high","2","4","24 months","24",116.41,79.55,10.73,17.51,4.07,15.04,10.47,11.435,4.57,10.33,36.97,30.1741379310345,16.1368576886342,44.1555172413793,60.3017671408307,16.1265262790005
"1226","20","Urceola rosea",NA,"L0972","Lianas","Invertebrates blocked","5.0 cm",3.9,3.9,3.9,3.54,2.14,2.41,2.4,21,173.26,21.16,28.77,14.04,25.72,2.6225,0.545878693623639,3.9,3.63775,1.44182530410281,114.960793950851,48.125,45.8,42.38,34.08,0.05055,0.0707,17.0525,19.29,0.0975,0.46,29.6425,28.53,16.7175,44.11,4.6825,4.91,0.415,0.5,14.425,23.1,0.81,0.6,0.42,0.46,0.525,0.73,0.530405309560314," high","4","4","24 months","24",162.35,98.35,10.76,15.47,5.775,13.995,16.8,15.83,8.32,15.14,64.11,52.7854321561338,31.7497142857143,87.134874535316,24.2047035856686,31.7395248395055
"1236","20","Urceola rosea",NA,"L0982","Lianas","Invertebrates blocked","5.0 cm",3.6,3.4,3.5,2.24,2.63,1.77,2.36,19.5,108.9,11.76,19.15,9.82,17.47,2.25,0.562106468231254,3.43333333333333,3.20833333333333,1.4025974025974,90.9352040816327,48.125,45.8,42.38,34.08,0.05055,0.0707,17.0525,19.29,0.0975,0.46,29.6425,28.53,16.7175,44.11,4.6825,4.91,0.415,0.5,14.425,23.1,0.81,0.6,0.42,0.46,0.525,0.73,0.530405309560314," high","1","4","24 months","24",147.37,106.28,12.45,13.395,5.2715,12.005,11.635,4.965,4.855,4.045,41.2,45.0004032128514,17.1917490330898,62.3984702811245,31.3813930355187,17.1815268128587
"1237","20","Urceola rosea",NA,"L0915","Lianas","Invertebrates access","2.5 cm",2.5,2.6,2.5,2.3,1.64,1.35,1.76,20,61.76,6.44,10.88,5.34,10.09,1.7625,0.529236868186323,2.56666666666667,2.39041666666667,1.47463831270699,51.2109316770186,48.125,45.8,42.38,34.08,0.05055,0.0707,17.0525,19.29,0.0975,0.46,29.6425,28.53,16.7175,44.11,4.6825,4.91,0.415,0.5,14.425,23.1,0.81,0.6,0.42,0.46,0.525,0.73,0.530405309560314," high","1","4","24 months","24",3.78,3.79,2.28,1.02,0.5645,1.09,0.1,0,0.1,0,0.1,0.938357456140351,0.1,0.935881578947368,98.1724964801463,0.0793430803639245
"1238","20","Urceola rosea",NA,"L0907","Lianas","Invertebrates access","2.5 cm",2.2,2.2,2.2,1.15,1.46,1.62,1.73,20.5,41.33,4.39,7.96,3.76,7.28,1.49,0.516483516483516,2.2,2.051,1.45294978059483,35.3988154897494,48.125,45.8,42.38,34.08,0.05055,0.0707,17.0525,19.29,0.0975,0.46,29.6425,28.53,16.7175,44.11,4.6825,4.91,0.415,0.5,14.425,23.1,0.81,0.6,0.42,0.46,0.525,0.73,0.530405309560314," high","3","4","24 months","24",0,0.01,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0.01,0.1,0,100,-0.91
"1243","20","Urceola rosea",NA,"L0925","Lianas","Invertebrates access","2.5 cm",2.3,2.4,2.5,1.57,1.6,1.63,1.6,20,50.28,5.06,8.99,4.35,8.37,1.6,0.519713261648746,2.43333333333333,2.27333333333333,1.40762463343109,43.2249011857707,48.125,45.8,42.38,34.08,0.05055,0.0707,17.0525,19.29,0.0975,0.46,29.6425,28.53,16.7175,44.11,4.6825,4.91,0.415,0.5,14.425,23.1,0.81,0.6,0.42,0.46,0.525,0.73,0.530405309560314," high","4","4","24 months","24",0,0.01,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0.01,0.1,0,100,-0.91
"1250","20","Urceola rosea",NA,"L0909","Lianas","Invertebrates access","2.5 cm",2.4,2.5,2.8,2.28,1.46,1.68,1.44,20,56.22,5.03,9.39,4.33,8.33,1.715,0.519807923169268,2.6,2.4285,1.41239448219065,48.3961431411531,48.125,45.8,42.38,34.08,0.05055,0.0707,17.0525,19.29,0.0975,0.46,29.6425,28.53,16.7175,44.11,4.6825,4.91,0.415,0.5,14.425,23.1,0.81,0.6,0.42,0.46,0.525,0.73,0.530405309560314," high","2","4","24 months","24",0,0.01,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0.01,0.1,0,100,-0.91
"1254","20","Urceola rosea",NA,"L0916","Lianas","Invertebrates blocked","2.5 cm",2.3,2.3,2.2,1.71,1.04,1.14,1.15,20.5,47.81,4.81,8.32,3.67,10.8,1.26,0.339814814814815,2.26666666666667,2.14066666666667,1.17720336343818,36.4787318087318,48.125,45.8,42.38,34.08,0.05055,0.0707,17.0525,19.29,0.0975,0.46,29.6425,28.53,16.7175,44.11,4.6825,4.91,0.415,0.5,14.425,23.1,0.81,0.6,0.42,0.46,0.525,0.73,0.530405309560314," high","4","4","24 months","24",62.41,46.61,5.175,5.81,1.82,4.47,2.715,1.315,0.1,0,15.91,16.392309178744,0.586003683241252,21.9490241545894,39.8306271454988,0.575393641062877
"1255","20","Urceola rosea",NA,"L0904","Lianas","Invertebrates blocked","2.5 cm",2.5,2.5,2.5,1.84,1.66,1.25,2.37,20,59.79,5.86,10.47,5.13,9.05,1.78,0.566850828729282,2.5,2.322,1.53316106804479,52.3417576791809,48.125,45.8,42.38,34.08,0.05055,0.0707,17.0525,19.29,0.0975,0.46,29.6425,28.53,16.7175,44.11,4.6825,4.91,0.415,0.5,14.425,23.1,0.81,0.6,0.42,0.46,0.525,0.73,0.530405309560314," high","2","4","24 months","24",51.49,35.69,5.46,8.01,2.725,6.7,3.965,9.145,2.535,0,15.91,17.8123168498169,10.1719672131148,25.697847985348,50.9037351346544,10.1614058038335
"1262","20","Urceola rosea",NA,"L0953","Lianas","Invertebrates access","5.0 cm",3.5,3.5,3.6,1.64,1.84,1.59,2.45,19.5,136.36,13.56,19.73,9.6,18.4,1.88,0.521739130434783,3.53333333333333,3.34533333333333,1.12395376644081,96.5380530973451,48.125,45.8,42.38,34.08,0.05055,0.0707,17.0525,19.29,0.0975,0.46,29.6425,28.53,16.7175,44.11,4.6825,4.91,0.415,0.5,14.425,23.1,0.81,0.6,0.42,0.46,0.525,0.73,0.530405309560314," high","1","4","24 months","24",0,0.01,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0.01,0.1,0,100,-0.91
"1267","20","Urceola rosea",NA,"L0961","Lianas","Invertebrates access","5.0 cm",3.6,3.6,4,1.8,1.57,1.99,1.74,19,135.48,14.3,21.42,11,19.87,1.775,0.553598389531958,3.73333333333333,3.55583333333333,0.998359503163816,104.215384615385,48.125,45.8,42.38,34.08,0.05055,0.0707,17.0525,19.29,0.0975,0.46,29.6425,28.53,16.7175,44.11,4.6825,4.91,0.415,0.5,14.425,23.1,0.81,0.6,0.42,0.46,0.525,0.73,0.530405309560314," high","3","4","24 months","24",0,0.01,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0.01,0.1,0,100,-0.91
"1276","20","Urceola rosea",NA,"L0979","Lianas","Invertebrates access","5.0 cm",3.8,3.8,2.9,2.4,2.66,3.5,2.21,20,140.48,17.36,28.07,13.86,25.95,2.6925,0.534104046242775,3.5,3.23075,1.66679563568831,112.157419354839,48.125,45.8,42.38,34.08,0.05055,0.0707,17.0525,19.29,0.0975,0.46,29.6425,28.53,16.7175,44.11,4.6825,4.91,0.415,0.5,14.425,23.1,0.81,0.6,0.42,0.46,0.525,0.73,0.530405309560314," high","4","4","24 months","24",9.41,0.01,0.1,0,0.1,0,2.98,0,2.14,0,9.51,0.01,6.8293288590604,9.41,91.610006672649,5.8193288590604
"1277","20","Urceola rosea",NA,"L0981","Lianas","Invertebrates access","5.0 cm",4,3.9,4.1,2.59,2.15,2.27,2.42,20.5,671.74,17.84,25.79,12.55,23.38,2.3575,0.536783575705731,3.96666666666667,3.73091666666667,1.26376449040674,472.552522421525,48.125,45.8,42.38,34.08,0.05055,0.0707,17.0525,19.29,0.0975,0.46,29.6425,28.53,16.7175,44.11,4.6825,4.91,0.415,0.5,14.425,23.1,0.81,0.6,0.42,0.46,0.525,0.73,0.530405309560314," high","2","4","24 months","24",0,0.01,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0.01,0.1,0,100,-0.91
"1278","19","Cheniella touranensis",NA,"L0801","Lianas","Invertebrates access","2.5 cm",1.8,1.9,1.9,1.16,1.68,1.64,1.59,20,39.6,4.5,6.99,2.74,6.08,1.5175,0.450657894736842,1.9,1.74825,1.73602173602174,24.112,45.375,40.25,49.065,47.45,0.076175,0.09585,17.115,9.55,0.1275,0.48,17.4875,16.97,31.98,71.705,4.315,6.305,1.505,2.68,49.5,139.1,0.565,0.64,0.295,0.495,0.4575,0.505,0.470149559836524," medium","1","4","24 months","24",0,0.01,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0.01,0.1,0,100,-0.91
"1280","19","Cheniella touranensis",NA,"L0805","Lianas","Invertebrates access","2.5 cm",1.9,1.9,2,1.41,1.75,1.33,1.31,20,25.99,4.92,6.91,2.17,5.41,1.45,0.401109057301294,1.93333333333333,1.78833333333333,1.62162162162162,11.4630691056911,45.375,40.25,49.065,47.45,0.076175,0.09585,17.115,9.55,0.1275,0.48,17.4875,16.97,31.98,71.705,4.315,6.305,1.505,2.68,49.5,139.1,0.565,0.64,0.295,0.495,0.4575,0.505,0.470149559836524," medium","4","4","24 months","24",0,0.01,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0.01,0.1,0,100,-0.91
"1286","19","Cheniella touranensis",NA,"L0817","Lianas","Invertebrates access","2.5 cm",1.9,1.9,1.9,1.43,1.5,2.09,1.46,20,42.27,3.56,5.83,2.4,5.4,1.62,0.444444444444444,1.9,1.738,1.86421173762946,28.4966292134831,45.375,40.25,49.065,47.45,0.076175,0.09585,17.115,9.55,0.1275,0.48,17.4875,16.97,31.98,71.705,4.315,6.305,1.505,2.68,49.5,139.1,0.565,0.64,0.295,0.495,0.4575,0.505,0.470149559836524," medium","3","4","24 months","24",37.165,26.425,1.445,1.3275,0.4075,1.55,3.5775,3.43,1.7685,2.785,10.85,7.45203287197232,5.36358490566038,10.4807871972318,63.2209581045015,5.35224298994801
"1291","19","Cheniella touranensis",NA,"L0825","Lianas","Invertebrates access","2.5 cm",2,2,1.9,1.51,1.45,1.4,1.41,20.5,51.62,4.37,6.37,2.76,6.41,1.4425,0.430577223088923,1.96666666666667,1.82241666666667,1.58306278293475,32.6021052631579,45.375,40.25,49.065,47.45,0.076175,0.09585,17.115,9.55,0.1275,0.48,17.4875,16.97,31.98,71.705,4.315,6.305,1.505,2.68,49.5,139.1,0.565,0.64,0.295,0.495,0.4575,0.505,0.470149559836524," medium","2","4","24 months","24",0,0.01,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0.01,0.1,0,100,-0.91
"1294","19","Cheniella touranensis",NA,"L0818","Lianas","Invertebrates blocked","2.5 cm",1.8,1.8,1.8,1.05,1.02,0.82,1.08,19,48.53,4.48,5.32,2.15,4.04,0.9925,0.532178217821782,1.8,1.70075,1.16713214758195,23.2900669642857,45.375,40.25,49.065,47.45,0.076175,0.09585,17.115,9.55,0.1275,0.48,17.4875,16.97,31.98,71.705,4.315,6.305,1.505,2.68,49.5,139.1,0.565,0.64,0.295,0.495,0.4575,0.505,0.470149559836524," medium","1","4","24 months","24",5.78,0.01,0.1,0,0.1,0,1.77,1.805,1.12,0,5.88,0.01,3.7206779661017,5.78,75.1825531078834,2.7106779661017
"1296","19","Cheniella touranensis",NA,"L0824","Lianas","Invertebrates blocked","2.5 cm",5.7,1.8,2,1.26,1.28,1.72,1.44,20,41.28,3.44,5.11,2.45,5.03,1.425,0.487077534791252,1.86666666666667,1.72416666666667,1.65297245045916,29.4,45.375,40.25,49.065,47.45,0.076175,0.09585,17.115,9.55,0.1275,0.48,17.4875,16.97,31.98,71.705,4.315,6.305,1.505,2.68,49.5,139.1,0.565,0.64,0.295,0.495,0.4575,0.505,0.470149559836524," medium","2","4","24 months","24",33.17,20.44,2.785,4.36,0.98,3.615,3.91,4.465,1.93,3.56,12.84,7.19253141831239,6.33790281329923,11.6720287253142,60.2992220227409,6.32651248221572
"1299","19","Cheniella touranensis",NA,"L0808","Lianas","Invertebrates blocked","2.5 cm",1.7,1.8,1.9,1.6,1.54,1.67,1.53,20,36.63,3.23,1.7,2.24,5.72,1.585,0.391608391608392,1.83333333333333,1.67483333333333,1.89272564434272,25.4028482972136,45.375,40.25,49.065,47.45,0.076175,0.09585,17.115,9.55,0.1275,0.48,17.4875,16.97,31.98,71.705,4.315,6.305,1.505,2.68,49.5,139.1,0.565,0.64,0.295,0.495,0.4575,0.505,0.470149559836524," medium","4","4","24 months","24",21.15,13.24,1.795,3.685,0.6,2.695,3.27,0,1.54,0,8.02,4.42562674094708,3.77700305810397,7.06963788300836,72.1699007910707,3.76474349113519
"1310","19","Cheniella touranensis",NA,"L0881","Lianas","Invertebrates access","5.0 cm",2.6,2.5,2.4,1.82,1.91,1.61,2.44,20,81.81,8.3,10.67,3.75,8.24,1.945,0.455097087378641,2.46666666666667,2.27216666666667,1.71202229883371,36.9623493975904,45.375,40.25,49.065,47.45,0.076175,0.09585,17.115,9.55,0.1275,0.48,17.4875,16.97,31.98,71.705,4.315,6.305,1.505,2.68,49.5,139.1,0.565,0.64,0.295,0.495,0.4575,0.505,0.470149559836524," medium","4","4","24 months","24",0,0.01,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0.01,0.1,0,100,-0.91
"1311","19","Cheniella touranensis",NA,"L0859","Lianas","Invertebrates access","5.0 cm",4,3.8,3.7,3.17,2.76,3.55,3.11,20,173.49,16.65,24.16,9.39,20.61,3.1475,0.455604075691412,3.76666666666667,3.45191666666667,1.82362455640586,97.8421081081081,45.375,40.25,49.065,47.45,0.076175,0.09585,17.115,9.55,0.1275,0.48,17.4875,16.97,31.98,71.705,4.315,6.305,1.505,2.68,49.5,139.1,0.565,0.64,0.295,0.495,0.4575,0.505,0.470149559836524," medium","1","4","24 months","24",0,0.01,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0.01,0.1,0,100,-0.91
"1314","19","Cheniella touranensis",NA,"L0869","Lianas","Invertebrates access","5.0 cm",3.8,3.7,3.7,3.12,4.02,3.28,3.29,20,163.67,17.18,24.25,9.77,20.04,3.4275,0.4875249500998,3.7,3.35725,2.04184972820016,93.0765948777648,45.375,40.25,49.065,47.45,0.076175,0.09585,17.115,9.55,0.1275,0.48,17.4875,16.97,31.98,71.705,4.315,6.305,1.505,2.68,49.5,139.1,0.565,0.64,0.295,0.495,0.4575,0.505,0.470149559836524," medium","3","4","24 months","24",26.98,26.99,5.29,9.395,2.83,7.865,0.1,0,0.1,0,0.1,14.4388846880907,0.1,14.4335349716446,84.4928416315618,0.0893074257315561
"1315","19","Cheniella touranensis",NA,"L0863","Lianas","Invertebrates access","5.0 cm",4,4,4,3.58,3.61,3.12,3.91,20,208.96,21.06,27.25,8.48,20.55,3.555,0.412652068126521,4,3.6445,1.95088489504733,84.1396391263058,45.375,40.25,49.065,47.45,0.076175,0.09585,17.115,9.55,0.1275,0.48,17.4875,16.97,31.98,71.705,4.315,6.305,1.505,2.68,49.5,139.1,0.565,0.64,0.295,0.495,0.4575,0.505,0.470149559836524," medium","2","4","24 months","24",0,0.01,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0.01,0.1,0,100,-0.91
"1321","19","Cheniella touranensis",NA,"L0854","Lianas","Invertebrates blocked","5.0 cm",2.5,2.5,2.6,2.39,2.88,2.13,2.2,20,90.45,9.15,11.14,4.55,9.39,2.4,0.484558040468584,2.53333333333333,2.29333333333333,2.09302325581395,44.977868852459,45.375,40.25,49.065,47.45,0.076175,0.09585,17.115,9.55,0.1275,0.48,17.4875,16.97,31.98,71.705,4.315,6.305,1.505,2.68,49.5,139.1,0.565,0.64,0.295,0.495,0.4575,0.505,0.470149559836524," medium","2","4","24 months","24",17.43,2.8,1.095,2.21,0.53,1.64,4.575,5.43,3.225,4.55,14.74,1.35525114155251,10.3904918032787,8.43643835616438,81.2431345205829,10.3731130970792
"1322","19","Cheniella touranensis",NA,"L0864","Lianas","Invertebrates blocked","5.0 cm",2.4,2.4,2.2,1.97,2.1,1.84,2.19,19.5,58.84,7.14,10.34,3.78,8.89,2.025,0.425196850393701,2.33333333333333,2.13083333333333,1.90066484161126,31.1505882352941,45.375,40.25,49.065,47.45,0.076175,0.09585,17.115,9.55,0.1275,0.48,17.4875,16.97,31.98,71.705,4.315,6.305,1.505,2.68,49.5,139.1,0.565,0.64,0.295,0.495,0.4575,0.505,0.470149559836524," medium","3","4","24 months","24",20.83,10.61,2.745,7.3,1.33,6.11,2.87,0,2.12,0,10.33,5.14072859744991,7.63052264808362,10.0924954462659,67.600947468366,7.61857739853185
"1327","19","Cheniella touranensis",NA,"L0868","Lianas","Invertebrates blocked","5.0 cm",2.2,2.5,2.4,1.79,1.8,1.68,2.04,19,78.97,8.26,10.13,4.44,8.57,1.8275,0.518086347724621,2.46666666666667,2.28391666666667,1.60032108585398,42.4487651331719,45.375,40.25,49.065,47.45,0.076175,0.09585,17.115,9.55,0.1275,0.48,17.4875,16.97,31.98,71.705,4.315,6.305,1.505,2.68,49.5,139.1,0.565,0.64,0.295,0.495,0.4575,0.505,0.470149559836524," medium","1","4","24 months","24",27.91,22.08,3.945,5.735,2.094,4.81,1.66,0,1.45,0,5.94,11.7200304182509,5.18855421686747,14.8145855513308,65.1000788718967,5.17770097676116
"1331","19","Cheniella touranensis",NA,"L0858","Lianas","Invertebrates blocked","5.0 cm",2.6,2.6,2.5,2.14,2.11,2.45,1.38,20,86.15,8.49,10.64,4.28,8.6,2.02,0.497674418604651,2.56666666666667,2.36466666666667,1.70848604454469,43.4301531213192,45.375,40.25,49.065,47.45,0.076175,0.09585,17.115,9.55,0.1275,0.48,17.4875,16.97,31.98,71.705,4.315,6.305,1.505,2.68,49.5,139.1,0.565,0.64,0.295,0.495,0.4575,0.505,0.470149559836524," medium","4","4","24 months","24",28.1,8.77,3.395,6.16,1.445,4.95,5.51,3.165,0.1,0,19.44,3.73273932253314,0.352813067150635,11.960088365243,72.4613258170348,0.340134069466647
"1335","19","Cheniella touranensis",NA,"L0832","Lianas","Invertebrates blocked","2.5 cm",1.5,1.6,1.5,1.02,1.22,0.94,1.05,19.5,30.92,3.01,4.58,2.32,4.65,1.0575,0.498924731182796,1.56666666666667,1.46091666666667,1.44772117962466,23.8320265780731,45.375,40.25,49.065,47.45,0.076175,0.09585,17.115,9.55,0.1275,0.48,17.4875,16.97,31.98,71.705,4.315,6.305,1.505,2.68,49.5,139.1,0.565,0.64,0.295,0.495,0.4575,0.505,0.470149559836524," medium","3","4","24 months","24",14.95,8.77,2.32,4.475,0.985,3.64,2.1,0,1.58,0,6.29,3.72346982758621,4.73247619047619,6.34730603448276,73.3664864224234,4.71979052348732
"1342","18","Iodes vitiginea",NA,"L4056","Lianas","Invertebrates blocked","5.0 cm",4.1,4,4,3.86,3.29,5.79,4.67,19.5,221.45,26.22,29.41,12.72,26.79,4.4025,0.474804031354983,4,3.55975,2.47348830676312,107.431121281465,46.5,44.7666666666667,46.3733333333333,38.9466666666667,0.0939,0.1018,15.65,16.56,0.035,0.03,29.28,36.2433333333333,27.9933333333333,46.9033333333333,3.7,3.03666666666667,1.15666666666667,1.35,58.7333333333333,107.5,1.34666666666667,1.05333333333333,0.16,0.11,1.08333333333333,0.34,0.448491293347805," low","2","4","24 months","24",67.52,40.47,4.84,14.9,3.835,14.005,10.7,0,5.1,0,27.16,32.0666219008264,12.9454205607477,53.4998347107438,50.200803945277,12.9351087100005
"1349","18","Iodes vitiginea",NA,"L4060","Lianas","Invertebrates blocked","5.0 cm",4,4,4,5.35,3.98,4.69,3.6,20,170,17.81,27.91,11.78,25.42,4.405,0.463414634146341,4,3.5595,2.47506672285433,112.442448062886,46.5,44.7666666666667,46.3733333333333,38.9466666666667,0.0939,0.1018,15.65,16.56,0.035,0.03,29.28,36.2433333333333,27.9933333333333,46.9033333333333,3.7,3.03666666666667,1.15666666666667,1.35,58.7333333333333,107.5,1.34666666666667,1.05333333333333,0.16,0.11,1.08333333333333,0.34,0.448491293347805," low","4","4","24 months","24",161.2,76.97,7.64,10.315,2.665,9.36,14.21,0,9.37,0,84.34,26.8488285340314,55.6133567909922,56.2301047120419,49.992102021299,55.6029843352634
"1350","18","Iodes vitiginea",NA,"L4080","Lianas","Invertebrates blocked","5.0 cm",3.8,3.8,4,4.75,4.14,4.98,4.72,20,124.15,12.98,25.15,10.67,23.09,4.6475,0.462104807275877,3.86666666666667,3.40191666666667,2.73228327168508,102.055508474576,46.5,44.7666666666667,46.3733333333333,38.9466666666667,0.0939,0.1018,15.65,16.56,0.035,0.03,29.28,36.2433333333333,27.9933333333333,46.9033333333333,3.7,3.03666666666667,1.15666666666667,1.35,58.7333333333333,107.5,1.34666666666667,1.05333333333333,0.16,0.11,1.08333333333333,0.34,0.448491293347805," low","3","4","24 months","24",125.71,70.01,10.23,10.61,2.5465,8.485,11.48,0,6.845,0,55.81,17.4272204301075,33.2769555749129,31.2923279569893,69.337933420042,33.2663817599411
"1354","18","Iodes vitiginea",NA,"L4070","Lianas","Invertebrates blocked","5.0 cm",4.1,3.8,3.8,4.69,4.63,5.2,5.1,19.5,185.5,19.82,25.91,11.02,23.59,4.905,0.467147096227215,3.8,3.3095,2.9641939870071,103.138748738648,46.5,44.7666666666667,46.3733333333333,38.9466666666667,0.0939,0.1018,15.65,16.56,0.035,0.03,29.28,36.2433333333333,27.9933333333333,46.9033333333333,3.7,3.03666666666667,1.15666666666667,1.35,58.7333333333333,107.5,1.34666666666667,1.05333333333333,0.16,0.11,1.08333333333333,0.34,0.448491293347805," low","1","4","24 months","24",169.18,83.33,10.17,13.78,4.28,11.2,25.135,0,15.455,0,85.96,35.0690658800393,52.8550547045952,71.19866273353,30.9680759130146,52.8447695530022
"1360","18","Iodes vitiginea",NA,"L4009","Lianas","Invertebrates access","2.5 cm",2.8,2.9,2.9,2.54,3.53,3.57,2.95,19.6,68.67,6.7,13.99,5.47,13.16,3.1475,0.415653495440729,2.9,2.58525,2.4349676046804,56.0634179104478,46.5,44.7666666666667,46.3733333333333,38.9466666666667,0.0939,0.1018,15.65,16.56,0.035,0.03,29.28,36.2433333333333,27.9933333333333,46.9033333333333,3.7,3.03666666666667,1.15666666666667,1.35,58.7333333333333,107.5,1.34666666666667,1.05333333333333,0.16,0.11,1.08333333333333,0.34,0.448491293347805," low","2","4","24 months","24",0,0.01,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0.01,0.1,0,100,-0.91
"1365","18","Iodes vitiginea",NA,"L4025","Lianas","Invertebrates access","2.5 cm",2.8,2.8,2.9,2.52,2.3,2.82,2.31,19.8,97.33,10.22,14.05,5.69,12.85,2.4875,0.442801556420233,2.83333333333333,2.58458333333333,1.92487506045462,54.1886203522505,46.5,44.7666666666667,46.3733333333333,38.9466666666667,0.0939,0.1018,15.65,16.56,0.035,0.03,29.28,36.2433333333333,27.9933333333333,46.9033333333333,3.7,3.03666666666667,1.15666666666667,1.35,58.7333333333333,107.5,1.34666666666667,1.05333333333333,0.16,0.11,1.08333333333333,0.34,0.448491293347805," low","1","4","24 months","24",0,0.01,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0.01,0.1,0,100,-0.91
"1367","18","Iodes vitiginea",NA,"L4021","Lianas","Invertebrates access","2.5 cm",2.1,2.1,2.2,2.7,2.09,3.57,2.46,19.5,37.09,3.99,8.74,3.26,8.11,2.705,0.401972872996301,2.13333333333333,1.86283333333333,2.9041782231368,30.3041102756892,46.5,44.7666666666667,46.3733333333333,38.9466666666667,0.0939,0.1018,15.65,16.56,0.035,0.03,29.28,36.2433333333333,27.9933333333333,46.9033333333333,3.7,3.03666666666667,1.15666666666667,1.35,58.7333333333333,107.5,1.34666666666667,1.05333333333333,0.16,0.11,1.08333333333333,0.34,0.448491293347805," low","4","4","24 months","24",0,0.01,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0.01,0.1,0,100,-0.91
